contract_id,product,state,subscription_date,effective_date,annual_premium,end_date,subscriber_id,beneficiary_code,person_id,guarantee,segment,file_rate_year_1
EM-0004,NE-EMPRUNT-FLEX,En cours,2025-06-09,2025-06-22,761,,SOUS-EM-0004,01,PERS-EM-0004,BASE,PRIMO,0.38
EM-0005,NE-EMPRUNT-FLEX,En cours,2025-05-17,2025-05-18,1250,,SOUS-EM-0005,01,PERS-EM-0005,BASE,RACHAT,0.38
EM-0006,NE-EMPRUNT-FLEX,Résilié,2025-08-05,2025-08-11,1020,2026-03-28,SOUS-EM-0006,01,PERS-EM-0006,BASE,RACHAT,0.36
EM-0007,NE-EMPRUNT-CLASSIQUE,En cours,2025-12-09,2026-01-04,1322,,SOUS-EM-0007,01,PERS-EM-0007,BASE,,0.36
EM-0008,NE-EMPRUNT-CLASSIQUE,Mis en demeure,2026-01-12,2026-01-19,597,,SOUS-EM-0008,01,PERS-EM-0008,BASE,,0.38
EM-0009,NE-EMPRUNT-FLEX,En cours,2025-10-04,2025-10-23,1106,,SOUS-EM-0009,01,PERS-EM-0009,BASE,PRIMO,0.38
EM-0010,NE-EMPRUNT-FLEX,En cours,2025-10-22,2025-11-11,666,,SOUS-EM-0010,01,PERS-EM-0010,BASE,,0.36
EM-0011,NE-EMPRUNT-FLEX,En cours,2025-04-09,2025-05-07,1025,,SOUS-EM-0011,01,PERS-EM-0011,BASE,PRIMO,0.36
EM-0012,NE-EMPRUNT-CLASSIQUE,Sans effet,2026-01-07,2026-01-20,1182,,SOUS-EM-0012,01,PERS-EM-0012,BASE,,
EM-0013,NE-EMPRUNT-CLASSIQUE,Suspendu,2025-05-22,2025-05-31,1221,,SOUS-EM-0013,01,PERS-EM-0013,BASE,,
EM-0014,NE-EMPRUNT-CLASSIQUE,En cours,2025-10-19,2025-11-05,674,,SOUS-EM-0014,01,PERS-EM-0014,BASE,RACHAT,0.38
EM-0015,NE-EMPRUNT-CLASSIQUE,En cours,2025-06-10,2025-06-17,1232,,SOUS-EM-0015,01,PERS-EM-0015,BASE,PRIMO,
EM-0016,NE-EMPRUNT-CLASSIQUE,Résilié,2025-05-08,2025-05-16,1130,2026-03-03,SOUS-EM-0016,01,PERS-EM-0016,BASE,PRIMO,0.38
EM-0017,NE-EMPRUNT-FLEX,En cours,2025-09-21,2025-10-02,719,,SOUS-EM-0017,01,PERS-EM-0017,BASE,,0.38
EM-0018,NE-EMPRUNT-CLASSIQUE,En cours,2025-05-26,2025-06-08,515,,SOUS-EM-0018,01,PERS-EM-0018,BASE,,
EM-0019,NE-EMPRUNT-CLASSIQUE,En cours,2025-10-20,2025-11-09,1088,,SOUS-EM-0019,01,PERS-EM-0019,BASE,RACHAT,0.36
EM-0020,NE-EMPRUNT-CLASSIQUE,En cours,2025-06-12,2025-07-05,678,,SOUS-EM-0020,01,PERS-EM-0020,BASE,,0.36
EM-0021,NE-EMPRUNT-CLASSIQUE,Mis en demeure,2025-11-28,2025-12-20,1124,,SOUS-EM-0021,01,PERS-EM-0021,BASE,,0.38
EM-0022,NE-EMPRUNT-CLASSIQUE,En cours,2025-07-12,2025-07-31,1218,,SOUS-EM-0022,01,PERS-EM-0022,BASE,RACHAT,0.36
EM-0023,NE-EMPRUNT-FLEX,En cours,2026-01-04,2026-01-08,982,,SOUS-EM-0023,01,PERS-EM-0023,BASE,,
EM-0024,NE-EMPRUNT-FLEX,En cours,2025-09-05,2025-10-01,1110,,SOUS-EM-0024,01,PERS-EM-0024,BASE,,
EM-0025,NE-EMPRUNT-FLEX,En cours,2025-05-06,2025-05-13,520,,SOUS-EM-0025,01,PERS-EM-0025,BASE,,0.38
EM-0026,NE-EMPRUNT-FLEX,En cours,2026-01-31,2026-02-28,1304,,SOUS-EM-0026,01,PERS-EM-0026,BASE,,0.36
EM-0027,NE-EMPRUNT-FLEX,En cours,2026-02-22,2026-03-01,1450,,SOUS-EM-0027,01,PERS-EM-0027,BASE,PRIMO,0.38
EM-0028,NE-EMPRUNT-CLASSIQUE,En cours,2026-03-28,2026-03-30,278,,SOUS-EM-0028,01,PERS-EM-0028,BASE,PRIMO,
EM-0029,NE-EMPRUNT-FLEX,En cours,2026-02-15,2026-03-15,973,,SOUS-EM-0029,01,PERS-EM-0029,BASE,,
EM-0030,NE-EMPRUNT-CLASSIQUE,En cours,2026-02-11,2026-03-10,1375,,SOUS-EM-0030,01,PERS-EM-0030,BASE,,0.38
EM-0031,NE-EMPRUNT-FLEX,En cours,2026-02-15,2026-03-16,1026,,SOUS-EM-0031,01,PERS-EM-0031,BASE,RACHAT,
EM-0032,NE-EMPRUNT-FLEX,En cours,2026-02-21,2026-03-09,1489,,SOUS-EM-0032,01,PERS-EM-0032,BASE,,0.36
EM-0033,NE-EMPRUNT-CLASSIQUE,En cours,2026-02-22,2026-03-24,862,,SOUS-EM-0033,01,PERS-EM-0033,BASE,,0.38
